data, n, p, method, acc, sens, spec, auc, lambda0, non-zeros, med_abs, max_abs, time 
simulate10_10_5_3_data.csv,1000,20,NLLCD,0.776,0.8347107438016529,0.7209302325581395,0.8820231917483502,0,17,2.0,6.0,0.26908183097839355
simulate10_10_5_2_data.csv,1000,20,FR,0.772,0.7538461538461538,0.7916666666666666,0.8748717948717949,0,18,0.7618945528420406,3.047578211368162,3.3698596954345703
simulate10_10_5_2_data.csv,1000,20,LR,0.768,0.7615384615384615,0.775,0.8746794871794871,0,20,0.7979815356796289,3.1159979684647428,0.0029039382934570312
simulate10_10_5_2_data.csv,1000,20,Round,0.78,0.7230769230769231,0.8416666666666667,0.862275641025641,0,14,1.0,3.0,0.0029077529907226562
simulate10_10_5_2_data.csv,1000,20,NLLCD,0.8,0.7923076923076923,0.8083333333333333,0.8671474358974359,0,20,3.0,10.0,0.2730979919433594
simulate0_10_3_3_data.csv,1000,10,FR,0.868,0.9264705882352942,0.7982456140350878,0.9457559339525284,0,10,2.6908788038717173,4.036318205807575,0.5211889743804932
simulate0_10_3_3_data.csv,1000,10,LR,0.876,0.9264705882352942,0.8157894736842105,0.9427567079463365,0,10,2.634498655459284,3.9101095103548196,0.0015850067138671875
simulate0_10_3_3_data.csv,1000,10,Round,0.864,0.8823529411764706,0.8421052631578947,0.9387899896800825,0,10,2.5,4.0,0.001589059829711914
simulate0_10_3_3_data.csv,1000,10,NLLCD,0.852,0.8897058823529411,0.8070175438596491,0.9388867389060886,0,10,3.0,5.0,0.08843708038330078
simulate0_10_3_2_data.csv,1000,10,FR,0.848,0.8717948717948718,0.8270676691729323,0.929406850459482,0,10,3.0020392568951553,4.156669740316369,0.46544718742370605
simulate0_10_3_2_data.csv,1000,10,LR,0.852,0.8803418803418803,0.8270676691729323,0.9287642182379025,0,10,2.915252478271136,4.343794198167834,0.0019330978393554688
simulate0_10_3_2_data.csv,1000,10,Round,0.856,0.8974358974358975,0.8195488721804511,0.9266435319066899,0,10,3.0,4.0,0.0019381046295166016
simulate0_10_3_2_data.csv,1000,10,NLLCD,0.868,0.8803418803418803,0.8571428571428571,0.9239123449649765,0,10,5.5,8.0,0.06813693046569824
simulate10_10_3_7_data.csv,1000,20,FR,0.864,0.9172932330827067,0.8034188034188035,0.9401066769487822,0,16,1.3296531084114949,3.4191079930581303,3.2625019550323486
simulate10_10_3_7_data.csv,1000,20,LR,0.864,0.8947368421052632,0.8290598290598291,0.9393033866718077,0,20,1.3971371084809543,3.3983719103203613,0.00414276123046875
simulate10_10_3_7_data.csv,1000,20,Round,0.864,0.9473684210526315,0.7692307692307693,0.9376968061178587,0,13,1.5,3.0,0.004147529602050781
simulate10_10_3_7_data.csv,1000,20,NLLCD,0.848,0.8947368421052632,0.7948717948717948,0.9223378960221065,0,15,1.5,6.0,0.1753406524658203
simulate10_10_3_6_data.csv,1000,20,FR,0.848,0.8596491228070176,0.8382352941176471,0.9414344685242518,0,15,0.9537755812445575,4.291990115600509,3.515076160430908
simulate10_10_3_6_data.csv,1000,20,LR,0.86,0.8596491228070176,0.8602941176470589,0.9420149638802889,0,20,0.8515454301838681,4.484295036978941,0.0017879009246826172
simulate10_10_3_6_data.csv,1000,20,Round,0.848,0.7719298245614035,0.9117647058823529,0.9343395252837977,0,13,1.0,4.0,0.00179290771484375
simulate10_10_3_6_data.csv,1000,20,NLLCD,0.836,0.8070175438596491,0.8602941176470589,0.9339525283797729,0,17,2.0,10.0,0.31508374214172363
simulate10_10_0_3_data.csv,1000,20,FR,0.84,0.8257575757575758,0.8559322033898306,0.9337121212121212,0,19,1.281794094035337,3.845382282106011,6.081975936889648
simulate10_10_0_3_data.csv,1000,20,LR,0.836,0.7954545454545454,0.8813559322033898,0.9256869542886492,0,20,1.7452761335767764,10.325393505781298,0.011193990707397461
simulate10_10_0_3_data.csv,1000,20,Round,0.84,0.8409090909090909,0.8389830508474576,0.9250128402670775,0,19,1.5,10.0,0.011198282241821289
simulate10_10_0_3_data.csv,1000,20,NLLCD,0.84,0.8409090909090909,0.8389830508474576,0.9254943502824858,0,19,1.5,10.0,0.12842798233032227
simulate10_10_0_2_data.csv,1000,20,FR,0.892,0.8547008547008547,0.924812030075188,0.9615063299273826,0,16,1.447635811476288,5.790543245905152,5.615357160568237
simulate10_10_0_2_data.csv,1000,20,LR,0.9,0.8717948717948718,0.924812030075188,0.9602853287063813,0,20,1.4536571929036084,5.682313634752362,0.0018510818481445312
simulate10_10_0_2_data.csv,1000,20,Round,0.872,0.7777777777777778,0.9548872180451128,0.9560760876550352,0,14,1.5,6.0,0.0018553733825683594
simulate10_10_0_2_data.csv,1000,20,NLLCD,0.9,0.8803418803418803,0.9172932330827067,0.959160722318617,0,17,3.0,10.0,0.11574697494506836
simulate0_10_0_7_data.csv,1000,10,FR,0.884,0.9076923076923077,0.8583333333333333,0.9675,0,10,4.064324156450956,5.225559629722658,0.5524511337280273
simulate0_10_0_7_data.csv,1000,10,LR,0.888,0.9,0.875,0.9679807692307693,0,10,4.021463178863194,5.0506341936860855,0.0017299652099609375
simulate0_10_0_7_data.csv,1000,10,Round,0.888,0.9153846153846154,0.8583333333333333,0.966378205128205,0,10,4.0,5.0,0.0017349720001220703
simulate0_10_0_7_data.csv,1000,10,NLLCD,0.892,0.9076923076923077,0.875,0.9690064102564102,0,10,8.0,10.0,0.028757810592651367
simulate0_10_0_6_data.csv,1000,10,FR,0.872,0.8671875,0.8770491803278688,0.9457607581967213,0,10,2.8269210215756497,4.625870762578336,0.4235188961029053
simulate0_10_0_6_data.csv,1000,10,LR,0.868,0.84375,0.8934426229508197,0.9484823258196722,0,10,2.8843058904728394,4.550371151844549,0.0016829967498779297
simulate0_10_0_6_data.csv,1000,10,Round,0.864,0.8125,0.9180327868852459,0.9410220286885247,0,10,2.5,5.0,0.0016872882843017578
simulate0_10_0_6_data.csv,1000,10,NLLCD,0.868,0.84375,0.8934426229508197,0.9464011270491803,0,10,6.5,10.0,0.03017711639404297
simulate10_0_5_2_data.csv,1000,10,FR,0.588,0.5867768595041323,0.5891472868217055,0.6725607021590109,0,8,0.21984399052865072,1.3190639431719045,0.2473299503326416
simulate10_0_5_2_data.csv,1000,10,LR,0.612,0.628099173553719,0.5968992248062015,0.6839003139214556,0,10,0.2852324762350009,1.2920807010152866,0.0016319751739501953
simulate10_0_5_2_data.csv,1000,10,Round,0.616,0.7355371900826446,0.5038759689922481,0.6584983022615157,0,4,0.0,1.0,0.0016357898712158203
simulate10_0_5_2_data.csv,1000,10,NLLCD,0.604,0.6363636363636364,0.5736434108527132,0.67175988211929,0,10,2.5,8.0,0.08033084869384766
simulate10_0_5_3_data.csv,1000,10,FR,0.596,0.5867768595041323,0.6046511627906976,0.6224934332756743,0,9,0.42380042512573407,0.8476008502514681,0.2476201057434082
simulate10_0_5_3_data.csv,1000,10,LR,0.6,0.5371900826446281,0.6589147286821705,0.6267537958869883,0,10,0.3788472514949681,0.901315357797506,0.0021398067474365234
simulate10_0_5_3_data.csv,1000,10,Round,0.58,0.2727272727272727,0.8682170542635659,0.578672560702159,0,3,0.0,1.0,0.0021436214447021484
simulate10_0_5_3_data.csv,1000,10,NLLCD,0.576,0.71900826446281,0.4418604651162791,0.6180088410532385,0,5,0.5,9.0,0.024296998977661133
simulate0_10_10_10_data.csv,1000,10,FR,0.764,0.7096774193548387,0.8174603174603174,0.8079877112135178,0,10,1.2490849621464162,1.8168508540311508,0.34012794494628906
simulate0_10_10_10_data.csv,1000,10,LR,0.756,0.6774193548387096,0.8333333333333334,0.8060675883256527,0,10,1.295882950770754,1.7798431405777144,0.0013980865478515625
simulate0_10_10_10_data.csv,1000,10,Round,0.74,0.6935483870967742,0.7857142857142857,0.7958589349718382,0,10,1.0,2.0,0.0014019012451171875
simulate0_10_10_10_data.csv,1000,10,NLLCD,0.732,0.6451612903225806,0.8174603174603174,0.802547363031234,0,10,7.0,9.0,0.06692218780517578
simulate50_50_5_3_data.csv,1000,100,FR,0.816,0.8032786885245902,0.828125,0.898405481557377,0,83,1.0228813079719425,3.5800845779017987,1969.7025139331818
simulate50_50_5_3_data.csv,1000,100,LR,0.84,0.8114754098360656,0.8671875,0.9120133196721312,0,100,0.942912327466549,3.7312450911216675,0.030891895294189453
simulate50_50_5_3_data.csv,1000,100,Round,0.688,0.38524590163934425,0.9765625,0.8916816086065574,0,65,1.0,4.0,0.030911684036254883
simulate50_50_5_3_data.csv,1000,100,NLLCD,0.8,0.819672131147541,0.78125,0.8768890881147541,0,74,1.0,7.0,1.261643886566162
simulate50_50_5_2_data.csv,1000,100,FR,0.792,0.7931034482758621,0.7910447761194029,0.8764153371075657,0,87,0.8938051880868342,2.6814155642605026,421.9673171043396
simulate50_50_5_2_data.csv,1000,100,LR,0.788,0.7672413793103449,0.8059701492537313,0.8625836335563561,0,100,0.7919737748196221,21.405565470655237,0.03651595115661621
simulate50_50_5_2_data.csv,1000,100,Round,0.752,0.7931034482758621,0.7164179104477612,0.8510036026762737,0,71,1.0,21.0,0.03651905059814453
simulate50_50_5_2_data.csv,1000,100,NLLCD,0.768,0.75,0.7835820895522388,0.8455995882655688,0,78,2.0,10.0,1.7467727661132812
simulate10_0_3_6_data.csv,1000,10,FR,0.636,0.5952380952380952,0.6774193548387096,0.6870199692780338,0,10,0.3711591259354991,0.9278978148387478,0.39047789573669434
simulate10_0_3_6_data.csv,1000,10,LR,0.62,0.5158730158730159,0.7258064516129032,0.6907642089093702,0,10,0.4054230949952483,0.9741963175858092,0.001135110855102539
simulate10_0_3_6_data.csv,1000,10,Round,0.544,0.11904761904761904,0.9758064516129032,0.648905529953917,0,4,0.0,1.0,0.0011391639709472656
simulate10_0_3_6_data.csv,1000,10,NLLCD,0.612,0.46825396825396826,0.7580645161290323,0.677547363031234,0,8,1.5,6.0,0.03973817825317383
simulate10_0_3_7_data.csv,1000,10,FR,0.588,0.5984848484848485,0.576271186440678,0.6348549049820236,0,9,0.40685013422418675,0.8137002684483735,0.1908740997314453
simulate10_0_3_7_data.csv,1000,10,LR,0.596,0.5833333333333334,0.6101694915254238,0.6414997431946585,0,10,0.4087820159007372,0.8600668072296606,0.0017583370208740234
simulate10_0_3_7_data.csv,1000,10,Round,0.608,0.4621212121212121,0.7711864406779662,0.6422059578839239,0,4,0.0,1.0,0.0017621517181396484
simulate10_0_3_7_data.csv,1000,10,NLLCD,0.6,0.5984848484848485,0.6016949152542372,0.6340523882896765,0,7,3.0,5.0,0.0604093074798584
simulate0_10_3_10_data.csv,1000,10,FR,0.904,0.9256198347107438,0.8837209302325582,0.965949131911077,0,10,2.7784888296947203,3.8471383795773053,0.3887929916381836
simulate0_10_3_10_data.csv,1000,10,LR,0.9,0.9173553719008265,0.8837209302325582,0.9644115574348133,0,10,2.802447207342756,3.860302341677613,0.0016851425170898438
simulate0_10_3_10_data.csv,1000,10,Round,0.904,0.9338842975206612,0.875968992248062,0.9565635210455506,0,10,3.0,4.0,0.0016889572143554688
simulate0_10_3_10_data.csv,1000,10,NLLCD,0.868,0.8842975206611571,0.8527131782945736,0.9393939393939393,0,9,3.5,9.0,0.04863429069519043
simulate10_10_10_9_data.csv,1000,20,FR,0.68,0.6666666666666666,0.6929133858267716,0.7566737084693681,0,17,0.6887782957128159,2.066334887138448,2.6800780296325684
simulate10_10_10_9_data.csv,1000,20,LR,0.688,0.6585365853658537,0.7165354330708661,0.76080276550797,0,20,0.6810157049088745,2.0096551533378726,0.002164125442504883
simulate10_10_10_9_data.csv,1000,20,Round,0.684,0.6504065040650406,0.7165354330708661,0.7456308815056654,0,11,1.0,2.0,0.002167940139770508
simulate10_10_10_9_data.csv,1000,20,NLLCD,0.648,0.6178861788617886,0.6771653543307087,0.7323474809551246,0,12,1.0,3.0,0.20387887954711914
simulate10_10_10_8_data.csv,1000,20,FR,0.704,0.7272727272727273,0.6821705426356589,0.7852520981485039,0,18,0.6140364356683196,2.0467881188943986,3.1102941036224365
simulate10_10_10_8_data.csv,1000,20,LR,0.708,0.7107438016528925,0.7054263565891473,0.7842911141008392,0,19,0.6227037411236546,1.9610420350808624,0.002138853073120117
simulate10_10_10_8_data.csv,1000,20,Round,0.728,0.6446280991735537,0.8062015503875969,0.7750336344416683,0,12,1.0,2.0,0.0021429061889648438
simulate10_10_10_8_data.csv,1000,20,NLLCD,0.704,0.7355371900826446,0.6744186046511628,0.7769556025369978,0,17,3.0,10.0,0.2828238010406494
simulate50_50_3_7_data.csv,1000,100,FR,0.86,0.8592592592592593,0.8608695652173913,0.9499838969404186,0,82,1.457807994278688,5.831231977114752,1215.9579119682312
simulate50_50_3_7_data.csv,1000,100,LR,0.864,0.8592592592592593,0.8695652173913043,0.9533011272141707,0,100,1.3901956668127107,6.0003500176053315,0.02024388313293457
simulate50_50_3_7_data.csv,1000,100,Round,0.876,0.8814814814814815,0.8695652173913043,0.9403864734299516,0,74,1.0,6.0,0.020247936248779297
simulate50_50_3_7_data.csv,1000,100,NLLCD,0.868,0.8592592592592593,0.8782608695652174,0.947181964573269,0,85,2.0,10.0,1.3687238693237305
simulate50_50_3_6_data.csv,1000,100,FR,0.876,0.9338842975206612,0.8217054263565892,0.9650522134665898,0,85,2.054054054054054,10.27027027027027,530.653678894043
simulate50_50_3_6_data.csv,1000,100,LR,0.884,0.9338842975206612,0.8372093023255814,0.9634826061887374,0,100,2.683955797682273,10.967604846794746,0.028559207916259766
simulate50_50_3_6_data.csv,1000,100,Round,0.844,0.9421487603305785,0.751937984496124,0.9632583765776155,0,87,3.0,11.0,0.028563261032104492
simulate50_50_3_6_data.csv,1000,100,NLLCD,0.892,0.9338842975206612,0.8527131782945736,0.9660131975142546,0,85,2.5,10.0,0.9197113513946533
