"data","n","p","lambda0","non_zeros","med_abs","max_abs","acc","sens","spec","sec"
"simulate_0_1_9_0.1_1_data.csv",1000,11,0,2,0,10,0.844,0.832310838445808,0.85518590998043,0.0515902042388916
"simulate_0_1_9_0.1_10_data.csv",1000,11,0,2,0,10,0.765,0.77079107505071,0.759368836291913,0.0490190982818604
"simulate_0_1_9_0.1_2_data.csv",1000,11,0,3,0,10,0.801,0.816955684007707,0.783783783783784,0.111770868301392
"simulate_0_1_9_0.1_3_data.csv",1000,11,0,3,0,10,0.827,0.815950920245399,0.837573385518591,0.0514888763427734
"simulate_0_1_9_0.1_4_data.csv",1000,11,0,1,0,10,0.836,0.838056680161943,0.83399209486166,0.0463399887084961
"simulate_0_1_9_0.1_5_data.csv",1000,11,0,2,0,10,0.799,0.796812749003984,0.801204819277108,0.0505168437957764
"simulate_0_1_9_0.1_6_data.csv",1000,11,0,4,0,10,0.732,0.700623700623701,0.761078998073218,0.0407698154449463
"simulate_0_1_9_0.1_7_data.csv",1000,11,0,5,0.5,10,0.771,0.773279352226721,0.768774703557312,0.0439071655273438
"simulate_0_1_9_0.1_8_data.csv",1000,11,0,1,0,10,0.832,0.818371607515658,0.844529750479846,0.0541539192199707
"simulate_0_1_9_0.1_9_data.csv",1000,11,0,6,1,10,0.761,0.768031189083821,0.753593429158111,0.0510029792785645
"simulate_0_1_9_0.5_1_data.csv",1000,11,0,1,0,10,0.811,0.79492600422833,0.825426944971537,0.056704044342041
"simulate_0_1_9_0.5_10_data.csv",1000,11,0,2,0,10,0.795,0.799607072691552,0.790224032586558,0.0432538986206055
"simulate_0_1_9_0.5_2_data.csv",1000,11,0,2,0,10,0.799,0.773019271948608,0.821763602251407,0.0546319484710693
"simulate_0_1_9_0.5_3_data.csv",1000,11,0,4,0,10,0.77,0.785571142284569,0.754491017964072,0.0511360168457031
"simulate_0_1_9_0.5_4_data.csv",1000,11,0,3,0,10,0.803,0.800411522633745,0.805447470817121,0.0811481475830078
"simulate_0_1_9_0.5_5_data.csv",1000,11,0,2,0,10,0.835,0.828402366863905,0.841784989858012,0.0555849075317383
"simulate_0_1_9_0.5_6_data.csv",1000,11,0,5,0.5,10,0.796,0.796,0.796,0.0441720485687256
"simulate_0_1_9_0.5_7_data.csv",1000,11,0,6,1,10,0.706,0.679012345679012,0.731517509727626,0.0489511489868164
"simulate_0_1_9_0.5_8_data.csv",1000,11,0,5,0.5,10,0.796,0.803571428571429,0.788306451612903,0.0452480316162109
"simulate_0_1_9_0.5_9_data.csv",1000,11,0,2,0,10,0.819,0.790149892933619,0.844277673545966,0.0511081218719482
"simulate_0_1_9_0.9_1_data.csv",1000,11,0,8,1,10,0.813,0.816443594646271,0.809224318658281,0.0525069236755371
"simulate_0_1_9_0.9_10_data.csv",1000,11,0,8,1,10,0.795,0.794411177644711,0.79559118236473,0.0515310764312744
"simulate_0_1_9_0.9_2_data.csv",1000,11,0,9,1,10,0.694,0.675456389452333,0.712031558185404,0.0500199794769287
"simulate_0_1_9_0.9_3_data.csv",1000,11,0,9,1,10,0.811,0.833333333333333,0.786016949152542,0.0812768936157227
"simulate_0_1_9_0.9_4_data.csv",1000,11,0,4,0,10,0.831,0.820618556701031,0.840776699029126,0.0647149085998535
"simulate_0_1_9_0.9_5_data.csv",1000,11,0,7,1,10,0.783,0.780040733197556,0.785854616895874,0.0626430511474609
