data, n, p, method, acc, sens, spec, auc, lambda0, non-zeros, med_abs, max_abs, time 
sim_1000_5_1_10_3_3_data.csv,1000,6,FR,0.672,0.7857142857142857,0.4895833333333333,0.7506087662337662,0,6,1.125716965565831,1.7511152797690708,0.062380075454711914
sim_1000_5_1_10_3_3_data.csv,1000,6,LR,0.68,0.7987012987012987,0.4895833333333333,0.7517248376623376,0,6,1.126711542374398,1.7403526154778202,0.004078865051269531
sim_1000_5_1_10_3_3_data.csv,1000,6,Round,0.68,0.7987012987012987,0.4895833333333333,0.7423566017316017,0,5,1.0,2.0,0.004084110260009766
sim_1000_5_1_10_3_3_data.csv,1000,6,NLLCD,0.688,0.8441558441558441,0.4375,0.7521306818181819,0,5,5.0,7.0,0.02359175682067871
sim_500_8_1_0_2_4_data.csv,500,12,FR,0.904,0.9178082191780822,0.8846153846153846,0.964963119072708,0,11,1.9881840654128835,7.157462635486381,0.7088229656219482
sim_500_8_1_0_2_4_data.csv,500,12,LR,0.904,0.9315068493150684,0.8653846153846154,0.9689146469968387,0,12,1.9582551036044857,7.276503448615774,0.0014050006866455078
sim_500_8_1_0_2_4_data.csv,500,12,Round,0.888,0.9315068493150684,0.8269230769230769,0.9619336143308745,0,11,2.0,7.0,0.0014109611511230469
sim_500_8_1_0_2_4_data.csv,500,12,NLLCD,0.896,0.9041095890410958,0.8846153846153846,0.9658851422550052,0,12,3.0,10.0,0.029176712036132812
sim_500_8_3_0_3_1_data.csv,500,12,FR,0.8,0.9558823529411765,0.6140350877192983,0.9223426212590299,0,6,0.5,10.0,0.8886678218841553
sim_500_8_3_0_3_1_data.csv,500,12,LR,0.808,0.8823529411764706,0.7192982456140351,0.9253095975232197,0,12,0.5398824343655984,21.141997328024882,0.002176046371459961
sim_500_8_3_0_3_1_data.csv,500,12,Round,0.832,0.8382352941176471,0.8245614035087719,0.9223426212590299,0,6,0.5,21.0,0.002180814743041992
sim_500_8_3_0_3_1_data.csv,500,12,NLLCD,0.808,0.9117647058823529,0.6842105263157895,0.9078947368421053,0,4,0.0,10.0,0.02965831756591797
sim_1000_5_1_10_3_2_data.csv,1000,6,FR,0.784,0.6693548387096774,0.8968253968253969,0.7870903737839222,0,2,0.0,2.684631862909006,0.06272196769714355
sim_1000_5_1_10_3_2_data.csv,1000,6,LR,0.784,0.6693548387096774,0.8968253968253969,0.7954109062980032,0,6,0.1518990367604203,2.7111142718193255,0.0013670921325683594
sim_1000_5_1_10_3_2_data.csv,1000,6,Round,0.784,0.6693548387096774,0.8968253968253969,0.7870903737839222,0,2,0.0,3.0,0.0013720989227294922
sim_1000_5_1_10_3_2_data.csv,1000,6,NLLCD,0.784,0.6693548387096774,0.8968253968253969,0.7909946236559139,0,5,1.0,10.0,0.02913212776184082
sim_1000_5_5_5_1_10_data.csv,1000,6,FR,0.644,0.48695652173913045,0.7777777777777778,0.689951690821256,0,4,0.5709183009440221,4.567346407552177,0.07043981552124023
sim_1000_5_5_5_1_10_data.csv,1000,6,LR,0.66,0.3565217391304348,0.9185185185185185,0.7076972624798712,0,6,0.5278729270715119,4.765393011638329,0.0014350414276123047
sim_1000_5_5_5_1_10_data.csv,1000,6,Round,0.66,0.3565217391304348,0.9185185185185185,0.691916264090177,0,3,0.5,5.0,0.0014390945434570312
sim_1000_5_5_5_1_10_data.csv,1000,6,NLLCD,0.66,0.3565217391304348,0.9185185185185185,0.6978421900161029,0,4,1.5,10.0,0.03012228012084961
sim_500_8_1_0_2_5_data.csv,500,12,FR,0.904,0.9342105263157895,0.8571428571428571,0.9489795918367347,0,5,0.0,10.27027027027027,0.6382441520690918
sim_500_8_1_0_2_5_data.csv,500,12,LR,0.904,0.9342105263157895,0.8571428571428571,0.9499194414607949,0,12,0.6204876546877072,20.681418948061356,0.003435850143432617
sim_500_8_1_0_2_5_data.csv,500,12,Round,0.904,0.9342105263157895,0.8571428571428571,0.9485767991407089,0,8,1.0,21.0,0.003439664840698242
sim_500_8_1_0_2_5_data.csv,500,12,NLLCD,0.904,0.9342105263157895,0.8571428571428571,0.9496509129967776,0,5,0.0,10.0,0.03272509574890137
sim_1000_7_5_10_3_7_data.csv,1000,10,FR,0.72,0.6956521739130435,0.75,0.79004917184265,0,6,0.28703004024231066,2.5832703621807958,0.26073122024536133
sim_1000_7_5_10_3_7_data.csv,1000,10,LR,0.724,0.6521739130434783,0.8125,0.7892080745341614,0,10,0.18666729598352425,2.647862808664763,0.0012469291687011719
sim_1000_7_5_10_3_7_data.csv,1000,10,Round,0.716,0.6304347826086957,0.8214285714285714,0.7809912008281573,0,3,0.0,3.0,0.0012507438659667969
sim_1000_7_5_10_3_7_data.csv,1000,10,NLLCD,0.708,0.7028985507246377,0.7142857142857143,0.7830615942028986,0,8,1.5,10.0,0.055098772048950195
sim_1000_6_1_0_2_6_data.csv,1000,8,FR,0.844,1.0,0.680327868852459,0.904937243852459,0,5,0.7058326718115371,7.058326718115371,0.32839512825012207
sim_1000_6_1_0_2_6_data.csv,1000,8,LR,0.844,1.0,0.680327868852459,0.9076267930327869,0,8,0.814048091452005,7.075522513494507,0.001432180404663086
sim_1000_6_1_0_2_6_data.csv,1000,8,Round,0.844,1.0,0.680327868852459,0.8993019979508197,0,5,1.0,7.0,0.0014348030090332031
sim_1000_6_1_0_2_6_data.csv,1000,8,NLLCD,0.844,1.0,0.680327868852459,0.9051613729508197,0,5,1.0,10.0,0.030473947525024414
