,Features,Coefs
0,Intercept,[-0.91919452]
1,age_lt_25,0.12132603201428058
2,age_25_to_30,-0.06285837821596514
3,age_30_to_40,-0.14263305511328714
4,age_40_to_50,-0.17882552132982135
5,age_50_to_60,0.015940353608789107
6,age_ge_60,0.25216821592556166
7,job_unemployed,0.09525198049549545
8,job_retired,0.14065951092566575
9,job_student,0.22460794817489
10,job_housemaid,-0.03942512088213102
11,job_management,-0.024867853382738718
12,job_entrepreneur,-0.02573551949128338
13,job_blue_collar,-0.1382631966218292
14,job_technician,0.05357702957739274
15,job_admin,0.07916147801829518
16,job_services,-0.08792486659414327
17,married,-0.12750725825035605
18,single,-0.09875509475407249
19,divorced,-0.19430140144165547
20,education_university,0.02354044869707846
21,education_highschool,-0.1220616228307516
22,education_basic4yr,-0.15874241226737595
23,education_basic6yr,-0.03401611529094157
24,education_basic9yr,-0.19445787374672066
25,education_professional,-0.0829348829801337
26,credit_is_or_may_be_in_default,-0.281459896943297
27,has_housing_loan,-0.032159303925376005
28,has_personal_loan,-0.038836163149283294
29,called_cellphone,0.25905900416788097
30,called_landline,-0.2539413572781722
31,call_in_Q1,0.7590988518336051
32,call_in_Q2,-0.5160967874160742
33,call_in_Q3,-0.24385697684288263
34,call_in_Q4,0.005972559314892911
35,call_on_mon,-0.20161216857286357
36,call_on_tue,0.04970467727176748
37,call_on_wed,0.11602880339716215
38,call_on_thu,0.05430458298284475
39,call_on_fri,-0.013308248189389837
40,any_prior_calls_in_campaign,-0.05868671496180719
41,mult_prior_calls_in_campaign,-0.060770610938558435
42,called_before,1.048414833219568
43,any_prior_calls_b4_campaign,-0.08327868327862989
44,mult_prior_calls_b4_campaign,-0.04557764911265175
45,calls_b4_campaign_failed,-0.45973956331762755
46,calls_b4_campaign_successful,0.376460880039001
47,emp_var_rate_lt_n1,0.2234113397689586
48,emp_var_rate_gt_1,-0.311262078216622
49,nr_employed_lt_5100,0.2234113397689586
50,nr_employed_gt_5100,-0.21829369287944128
51,cons_price_idx_geq_93_5,0.6867269212978431
52,cons_conf_idx_leq_n40,-0.12774887276110664
53,euribor3m_geq_100,-0.43881220284157985
54,euribor3m_geq_200,-0.21829369287944128
55,euribor3m_geq_300,-0.21829369287944128
56,euribor3m_geq_400,-0.36668097096191304
57,euribor3m_geq_500,1.8830655947988622
