"data","n","p","lambda0","non_zeros","med_abs","max_abs","acc","sens","spec","sec"
"simulate_0_1_9_0.1_1_data.csv",1000,11,0.00589563556359445,1,0,10,0.84,0.824130879345603,0.85518590998043,2.85491108894348
"simulate_0_1_9_0.1_10_data.csv",1000,11,0.00494608000396364,1,0,10,0.762,0.764705882352941,0.759368836291913,2.67900395393372
"simulate_0_1_9_0.1_2_data.csv",1000,11,0.00531565055957045,1,0,10,0.791,0.799614643545279,0.781704781704782,2.59670901298523
"simulate_0_1_9_0.1_3_data.csv",1000,11,0.0156664909947344,1,0,10,0.827,0.822085889570552,0.831702544031311,2.76791095733643
"simulate_0_1_9_0.1_4_data.csv",1000,11,0.00026919915788974,1,0,10,0.836,0.838056680161943,0.83399209486166,2.76674699783325
"simulate_0_1_9_0.1_5_data.csv",1000,11,0.00538694258012388,1,0,10,0.799,0.794820717131474,0.803212851405622,2.53768277168274
"simulate_0_1_9_0.1_6_data.csv",1000,11,0.0114920070685501,1,0,10,0.719,0.688149688149688,0.747591522157996,2.39636707305908
"simulate_0_1_9_0.1_7_data.csv",1000,11,0.00492407827131351,1,0,10,0.768,0.771255060728745,0.764822134387352,2.49222493171692
"simulate_0_1_9_0.1_8_data.csv",1000,11,0.000727980794158589,1,0,10,0.832,0.818371607515658,0.844529750479846,2.70144200325012
"simulate_0_1_9_0.1_9_data.csv",1000,11,0.012918308001657,1,0,10,0.757,0.771929824561403,0.741273100616016,2.62957787513733
"simulate_0_1_9_0.5_1_data.csv",1000,11,0.00203025670867432,1,0,10,0.811,0.79492600422833,0.825426944971537,2.82455086708069
"simulate_0_1_9_0.5_10_data.csv",1000,11,0.00187282261819345,1,0,10,0.79,0.787819253438114,0.792260692464358,2.82743096351624
"simulate_0_1_9_0.5_2_data.csv",1000,11,0.005380062067963,1,0,4,0.804,0.788008565310492,0.818011257035647,2.77996516227722
"simulate_0_1_9_0.5_3_data.csv",1000,11,0.0139162976411928,1,0,9,0.777,0.787575150300601,0.766467065868264,2.8042528629303
"simulate_0_1_9_0.5_4_data.csv",1000,11,0.00534437056091692,1,0,10,0.798,0.790123456790123,0.805447470817121,2.859130859375
"simulate_0_1_9_0.5_5_data.csv",1000,11,0.00207062635093258,1,0,10,0.828,0.816568047337278,0.839756592292089,2.95775699615479
"simulate_0_1_9_0.5_6_data.csv",1000,11,0.00542039389636947,1,0,10,0.798,0.798,0.798,2.94234395027161
"simulate_0_1_9_0.5_7_data.csv",1000,11,0.0300275818500958,1,0,10,0.7,0.674897119341564,0.723735408560311,2.54795408248901
"simulate_0_1_9_0.5_8_data.csv",1000,11,0.0411672520738045,1,0,10,0.789,0.785714285714286,0.792338709677419,2.8500988483429
"simulate_0_1_9_0.5_9_data.csv",1000,11,0.0054337910480408,1,0,6,0.817,0.785867237687366,0.844277673545966,2.77539205551147
"simulate_0_1_9_0.9_1_data.csv",1000,11,0.0153551281211658,1,0,4,0.799,0.803059273422562,0.794549266247379,4.20839595794678
"simulate_0_1_9_0.9_10_data.csv",1000,11,0.0146136829847734,2,0,3,0.794,0.792415169660679,0.79559118236473,3.48653411865234
"simulate_0_1_9_0.9_2_data.csv",1000,11,0.000491529194120484,5,0.5,10,0.694,0.675456389452333,0.712031558185404,2.64412188529968
"simulate_0_1_9_0.9_3_data.csv",1000,11,0.0156178232120755,1,0,9,0.814,0.835227272727273,0.790254237288136,4.35109114646912
"simulate_0_1_9_0.9_4_data.csv",1000,11,0.005564120557945,1,0,5,0.818,0.812371134020619,0.823300970873786,3.4302659034729
"simulate_0_1_9_0.9_5_data.csv",1000,11,0.00191908012039588,5,0.5,5,0.795,0.792260692464358,0.797642436149312,3.833251953125
"simulate_0_1_9_0.9_6_data.csv",1000,11,2.72894741399211e-05,10,2,10,0.738,0.74901185770751,0.726720647773279,3.28880095481873
"simulate_0_1_9_0.9_7_data.csv",1000,11,0.000597422013915766,7,1,10,0.744,0.757936507936508,0.729838709677419,3.38578104972839
"simulate_0_1_9_0.9_8_data.csv",1000,11,0.0161893343667629,1,0,8,0.837,0.845691382765531,0.828343313373254,3.78029799461365
"simulate_0_1_9_0.9_9_data.csv",1000,11,0.0057568916751993,1,0,4,0.84,0.85,0.829166666666667,4.42661190032959
"simulate_0_10_90_0.1_1_data.csv",1000,101,0.0205302745434028,8,0,10,0.857,0.865877712031558,0.847870182555781,64.8698220252991
"simulate_0_10_90_0.1_10_data.csv",1000,101,0.00870655756623948,10,0,10,0.876,0.877300613496933,0.874755381604697,71.386157989502
"simulate_0_10_90_0.1_2_data.csv",1000,101,0.0099634887221003,9,0,10,0.857,0.843423799582463,0.869481765834933,82.2009949684143
"simulate_0_10_90_0.1_3_data.csv",1000,101,0.00895464213469108,7,0,10,0.849,0.861111111111111,0.836693548387097,73.1127450466156
"simulate_0_10_90_0.1_4_data.csv",1000,101,0.00851755315368347,10,0,10,0.87,0.873767258382643,0.866125760649087,69.5756750106812
"simulate_0_10_90_0.1_5_data.csv",1000,101,0.00303776937979471,11,0,10,0.843,0.828512396694215,0.856589147286822,62.391676902771
"simulate_0_10_90_0.1_6_data.csv",1000,101,0.00853408399401435,9,0,10,0.865,0.856842105263158,0.872380952380952,65.1550180912018
"simulate_0_10_90_0.1_7_data.csv",1000,101,0.0206346129169853,9,0,10,0.85,0.853174603174603,0.846774193548387,68.4540610313416
"simulate_0_10_90_0.1_8_data.csv",1000,101,0.0094420112173201,10,0,10,0.852,0.850409836065574,0.853515625,72.449912071228
