"names","vals"
"Intercept",-10.0913267401431
"y",0.88451548316516
"V1",0.0697803883813322
"V2",0.260403119726107
"V3",0.530180547386408
"V4",0.289770951727405
"V5",0.875975858187303
"V6",4.94351707492024
"V7",4.92690382618457
